order_id,sys_a_amount_attribute_1,date
94046378,649.005,2024-06-29
18417530,1198.998,2024-06-29
15378558,699.004,2024-06-28
75549708,1799.0,2024-06-28
84707435,649.005,2024-06-30
85543310,558.999,2024-06-24
17280935,848.999,2024-06-27
13187493,899.0,2024-06-29
99537786,999.002,2024-06-27
45399285,339.003,2024-06-29
16763817,808.999,2024-06-24
67271052,419.003,2024-06-29
84673493,638.999,2024-06-29
80460474,358.995,2024-06-23
91819439,798.997,2024-06-28
54425893,998.996,2024-06-29
28768369,348.999,2024-06-28
10905921,698.996,2024-06-29
71187449,968.005,2024-06-28
68690952,424.001,2024-06-29
69386693,718.998,2024-06-28
50073892,974.001,2024-06-28
48200709,948.999,2024-06-21
61057246,299.001,2024-06-27
35916022,1349.0,2024-06-29
13516383,798.998,2024-06-27
27065797,949.004,2024-06-29
96086751,748.997,2024-06-30
69803555,558.999,2024-06-28
61723821,798.998,2024-06-30
82973157,649.005,2024-06-29
93796580,1273.999,2024-06-27
62630569,611.005,2024-06-27
28560035,454.997,2024-06-28
10943085,1259.004,2024-06-29
29288952,798.998,2024-06-28
43944784,749.0,2024-06-29
33681550,1123.999,2024-06-26
52461744,629.003,2024-06-30
24613272,398.003,2024-06-27
11582744,949.001,2024-06-28
94242438,1119.004,2024-06-29
90620566,1099.0,2024-06-27
91872068,453.999,2024-06-28
11952373,974.001,2024-06-28
41550975,805.997,2024-06-27
58779984,790.997,2024-06-27
22107438,1123.998,2024-06-28
53548413,848.999,2024-06-30
94504827,995.999,2024-06-28
11683692,314.003,2024-06-29
28034760,1329.004,2024-06-28
33879404,599.004,2024-06-27
77466530,1038.996,2024-06-30
56764192,314.003,2024-06-28
72554446,638.999,2024-06-27
44964367,284.004,2024-06-20
71152460,763.997,2024-06-28
67136672,1953.998,2024-06-28
73760906,1248.995,2024-06-29
60353639,349.0,2024-06-30
66304632,339.003,2024-06-27
12216429,798.998,2024-06-29
72378439,629.003,2024-06-29
74550990,558.999,2024-06-29
29387564,599.004,2024-06-30
47234564,138.999,2024-06-27
96894803,1449.0,2024-06-28
33771525,1099.0,2024-06-27
15774986,848.999,2024-06-27
57812561,999.002,2024-06-29
49600661,454.997,2024-06-29
42937448,934.002,2024-06-28
45914819,1099.0,2024-06-27
71407679,699.004,2024-06-29
46262941,798.997,2024-06-26
38296733,479.002,2024-06-27
32281341,558.999,2024-06-30
24276925,674.005,2024-06-30
45924614,449.002,2024-06-30
96257651,298.001,2024-06-27
49461608,599.004,2024-06-29
18305338,449.001,2024-06-27
26995341,809.004,2024-06-28
55532322,449.001,2024-06-29
23056951,2079.0,2024-06-30
58274119,848.999,2024-06-29
54476210,302.999,2024-06-22
48065191,648.996,2024-06-29
97508440,419.003,2024-06-30
