order_id,sys_a_amount_attribute_1,date
22250738,339.003,2024-06-28
37300053,298.998,2024-06-28
37792832,849.005,2024-06-28
88704102,2069.001,2024-06-27
89911201,519.005,2024-06-29
92993994,698.996,2024-06-29
41598134,1149.002,2024-06-27
52300570,299.001,2024-06-28
15061011,2398.999,2024-06-30
42354309,995.999,2024-06-28
18845209,198.996,2024-06-29
62797644,848.999,2024-06-27
93930515,995.999,2024-06-25
35246700,638.999,2024-06-27
66109821,718.998,2024-06-29
39519340,223.997,2024-06-28
61145633,599.004,2024-06-28
67462736,519.005,2024-06-27
98754137,798.998,2024-06-29
68147117,1078.997,2024-06-28
70990520,479.002,2024-06-28
21684136,298.998,2024-06-30
24508024,718.998,2024-06-26
80203465,340.998,2024-06-28
13966299,339.003,2024-06-28
38750130,605.999,2024-06-30
76691072,998.996,2024-06-29
98095642,919.002,2024-06-30
33270152,638.999,2024-06-27
82730194,948.999,2024-06-27
47927172,1348.996,2024-06-27
10135151,798.998,2024-06-28
69444660,1199.005,2024-06-25
22706915,1052.005,2024-06-27
89772418,1598.995,2024-06-28
84614777,999.002,2024-06-30
46868222,339.003,2024-06-28
85904100,638.999,2024-06-27
65946084,1298.999,2024-06-28
90415304,808.999,2024-06-27
57838860,698.996,2024-06-28
47801318,778.995,2024-06-30
30630675,449.001,2024-06-29
12985058,1052.005,2024-06-24
46346512,593.996,2024-06-27
32050869,1049.003,2024-06-27
58653959,899.0,2024-06-30
54839961,1038.996,2024-06-30
24460460,359.005,2024-06-28
96223740,899.0,2024-06-28
90938445,339.003,2024-06-30
33401979,530.996,2024-06-24
84919020,998.996,2024-06-26
95668997,1498.997,2024-06-27
50208447,488.996,2024-06-29
68070566,749.0,2024-06-29
42905340,999.002,2024-06-28
13747963,1011.003,2024-06-27
45589710,699.004,2024-06-28
17243619,599.004,2024-06-29
23332328,798.997,2024-06-30
68295124,1194.998,2024-06-30
69484963,1298.999,2024-06-28
62233764,718.998,2024-06-29
56261125,2398.996,2024-06-28
26842540,1498.997,2024-06-30
78541958,998.996,2024-06-28
11362416,255.003,2024-06-29
22669357,995.999,2024-06-29
87356175,298.996,2024-06-29
49656963,808.999,2024-06-28
26927079,999.002,2024-06-28
29081698,538.997,2024-06-28
80862949,402.004,2024-06-30
16179829,2499.0,2024-06-30
34100389,1049.003,2024-06-27
79214947,769.004,2024-06-28
32606566,629.003,2024-06-28
35280819,616.004,2024-06-28
98598745,419.003,2024-06-29
50197937,974.001,2024-06-30
70626971,419.004,2024-06-27
21537618,558.999,2024-06-28
22123430,198.996,2024-06-26
67529177,1148.997,2024-06-22
25964976,331.002,2024-06-30
76805723,899.0,2024-06-29
62653270,638.999,2024-06-27
71149239,399.0,2024-06-29
36791913,340.998,2024-06-29
92474079,538.997,2024-06-28
55016101,479.0,2024-06-27
50141786,2499.0,2024-06-29
47995300,1709.006,2024-06-28
43047116,779.001,2024-06-27
85383294,1998.999,2024-06-29
76607063,558.999,2024-06-30
11480307,1698.996,2024-06-29
74621140,899.0,2024-06-27
43196843,599.004,2024-06-30
63025151,449.001,2024-06-26
14085745,479.0,2024-06-28
30443923,949.001,2024-06-29
31080558,899.002,2024-06-28
16559142,748.997,2024-06-28
50849535,798.998,2024-06-28
65459457,1087.005,2024-06-26
35458880,454.997,2024-06-30
58701249,629.003,2024-06-29
98299440,798.997,2024-06-22
37532319,348.999,2024-06-24
10658113,899.0,2024-06-27
85867547,198.996,2024-06-30
79563447,648.996,2024-06-28
71291639,322.004,2024-06-30
44233729,399.0,2024-06-29
69638035,558.999,2024-06-30
47968275,710.997,2024-06-30
88408806,348.999,2024-06-28
41811924,763.997,2024-06-30
87781780,649.005,2024-06-28
49024138,1499.002,2024-06-27
50085648,616.004,2024-06-29
82840159,1298.999,2024-06-28
67157759,1148.99,2024-06-30
84532412,358.995,2024-06-28
44613236,339.003,2024-06-29
41953959,2398.996,2024-06-30
55398706,989.005,2024-06-30
76464994,558.999,2024-06-28
83488498,599.004,2024-06-30
14375012,298.998,2024-06-22
15620300,798.998,2024-06-28
33016566,718.996,2024-06-30
83680527,1189.004,2024-06-28
20101035,479.0,2024-06-28
66164986,647.0,2024-06-29
53568884,899.01,2024-06-29
23421688,424.001,2024-06-29
16843122,448.997,2024-06-27
58624513,538.997,2024-06-29
61742686,1103.996,2024-06-30
59858284,698.996,2024-06-28
69342750,799.008,2024-06-30
45151398,1249.002,2024-06-29
74014314,1148.99,2024-06-30
98798776,1528.997,2024-06-30
74752055,1363.998,2024-06-28
20483961,558.999,2024-06-30
72979238,319.001,2024-06-27
54458678,999.002,2024-06-30
65437849,849.005,2024-06-28
45981445,849.005,2024-06-28
53985596,538.997,2024-06-27
87844156,479.0,2024-06-27
22925261,798.998,2024-06-29
41003599,1199.005,2024-06-29
11396840,424.001,2024-06-29
